SCORES_TXT_BEGIN_0 0 100 9 BLEU
3 5 0 4 0 3 0 2 6 
3 5 0 4 0 3 0 2 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 5 0 4 0 3 0 2 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
2 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 5 0 4 0 3 0 2 6 
3 7 0 6 0 5 0 4 6 
3 5 0 4 0 3 0 2 6 
3 7 0 6 0 5 0 4 6 
2 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
2 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 5 0 4 0 3 0 2 6 
3 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
3 5 0 4 0 3 0 2 6 
3 6 0 5 0 4 0 3 6 
2 5 0 4 0 3 0 2 6 
2 8 0 7 0 6 0 5 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 8 0 7 0 6 0 5 6 
3 6 0 5 0 4 0 3 6 
2 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 8 0 7 0 6 0 5 6 
3 6 0 5 0 4 0 3 6 
2 6 0 5 0 4 0 3 6 
3 7 0 6 0 5 0 4 6 
2 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 8 0 7 0 6 0 5 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 8 0 7 0 6 0 5 6 
3 6 0 5 0 4 0 3 6 
3 8 0 7 0 6 0 5 6 
3 7 0 6 0 5 0 4 6 
2 6 0 5 0 4 0 3 6 
2 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 8 0 7 0 6 0 5 6 
3 5 0 4 0 3 0 2 6 
3 8 0 7 0 6 0 5 6 
3 7 0 6 0 5 0 4 6 
3 8 0 7 0 6 0 5 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 5 0 4 0 3 0 2 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 8 0 7 0 6 0 5 6 
3 7 0 6 0 5 0 4 6 
3 8 0 7 0 6 0 5 6 
3 9 0 8 0 7 0 6 6 
3 8 0 7 0 6 0 5 6 
3 7 0 6 0 5 0 4 6 
3 7 0 6 0 5 0 4 6 
3 8 0 7 0 6 0 5 6 
3 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
2 7 0 6 0 5 0 4 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
3 6 0 5 0 4 0 3 6 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 100 9 BLEU
4 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
5 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
2 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
5 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
3 15 0 14 0 13 0 12 13 
4 15 0 14 0 13 0 12 13 
4 14 0 13 0 12 0 11 13 
3 15 0 14 0 13 0 12 13 
4 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
5 14 0 13 0 12 0 11 13 
2 15 0 14 0 13 0 12 13 
4 14 0 13 0 12 0 11 13 
2 14 0 13 0 12 0 11 13 
5 14 0 13 0 12 0 11 13 
3 15 0 14 0 13 0 12 13 
2 15 0 14 0 13 0 12 13 
3 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
4 15 0 14 0 13 0 12 13 
4 15 0 14 0 13 0 12 13 
4 15 0 14 0 13 0 12 13 
4 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
5 15 0 14 0 13 0 12 13 
4 14 0 13 0 12 0 11 13 
3 15 0 14 0 13 0 12 13 
4 15 0 14 0 13 0 12 13 
4 14 0 13 0 12 0 11 13 
5 14 0 13 0 12 0 11 13 
5 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
3 15 0 14 0 13 0 12 13 
4 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
2 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
3 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
2 14 0 13 0 12 0 11 13 
5 14 0 13 0 12 0 11 13 
4 15 0 14 0 13 0 12 13 
3 15 0 14 0 13 0 12 13 
3 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
3 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
4 15 0 14 0 13 0 12 13 
3 15 0 14 0 13 0 12 13 
2 15 0 14 0 13 0 12 13 
5 14 0 13 0 12 0 11 13 
3 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
2 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
4 14 0 13 0 12 0 11 13 
4 15 0 14 0 13 0 12 13 
4 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
4 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
4 15 0 14 0 13 0 12 13 
4 14 0 13 0 12 0 11 13 
4 15 0 14 0 13 0 12 13 
2 14 0 13 0 12 0 11 13 
5 15 0 14 0 13 0 12 13 
3 14 0 13 0 12 0 11 13 
5 15 0 14 0 13 0 12 13 
