FEATURES_TXT_BEGIN_0 0 100 14 LexicalReordering0_0 LexicalReordering0_1 LexicalReordering0_2 LexicalReordering0_3 LexicalReordering0_4 LexicalReordering0_5 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
-1.29928 0 0 -0.510826 0 0 0 -22.8464 -5 3 -8.6393 -13.6823 -2.1449 -4.91427 
0 -1.60944 -0.788458 0 0 -1.60944 -6 -27.2344 -5 3 -8.6393 -13.6823 -2.1449 -4.91427 
-0.510826 0 -0.96474 0 -0.600774 -1.60944 -4 -28.5888 -6 4 -9.6686 -12.7024 -2.4373 -7.33694 
0 -1.60944 -0.96474 0 -0.600774 -1.60944 -10 -32.1292 -6 4 -9.6686 -12.7024 -2.4373 -7.33694 
0 0 -3.42375 -0.510826 0 -0.602996 -6 -29.7863 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
-0.510826 0 -0.788458 0 -2.3979 -1.60944 -4 -28.1206 -5 3 -8.6393 -13.6823 -2.1449 -4.91427 
-0.510826 0 -0.874791 0 -0.510826 -1.60944 -4 -29.2433 -7 4 -11.9968 -12.7024 -6.65189 -11.9413 
0 -1.60944 -0.874791 0 -0.510826 -1.60944 -10 -32.0989 -7 4 -11.9968 -12.7024 -6.65189 -11.9413 
0 -2.74652 -0.788458 0 -1.60944 -0.602996 -8 -32.0127 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
0 -1.60944 -2.30988 0 -0.336472 -1.60944 -10 -32.8025 -7 4 -9.52024 -12.7024 -5.07974 -12.316 
-3.36839 0 0 -3.94481 0 0 0 -27.7375 -6 4 -9.6686 -12.7024 -2.4373 -7.33694 
-0.510826 0 -2.30988 0 -0.336472 -1.60944 -4 -30.4589 -7 4 -9.52024 -12.7024 -5.07974 -12.316 
0 -1.60944 -1.90064 0 0 -2.72326 -12 -33.3174 -6 5 -12.3691 -12.016 -7.80246 -8.04184 
0 -1.60944 -0.874791 0 -0.510826 -1.60944 -10 -33.4301 -7 4 -10.4564 -12.2331 -6.65189 -11.5175 
0 0 -5.10595 -0.510826 0 -1.60944 -6 -30.9236 -6 4 -9.90182 -14.1796 -4.73234 -5.85737 
0 -2.70805 -0.788458 0 -1.60944 -1.60944 -8 -33.15 -6 4 -9.90182 -14.1796 -4.73234 -5.85737 
-0.788458 -1.13708 -1.60944 0 -1.60944 -0.602996 -4 -30.6376 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
-1.48808 0 -1.9734 0 0 -2.47848 -8 -32.9768 -6 4 -9.6686 -12.7024 -2.4373 -7.33694 
-0.510826 0 -0.874791 0 -1.60944 -1.60944 -4 -29.3705 -6 4 -11.8968 -12.8607 -6.65189 -10.0111 
0 0 -2.57418 -0.510826 0 -0.869037 -8 -34.3916 -6 4 -9.6686 -12.7024 -2.4373 -7.33694 
0 0 -3.14511 -0.510826 0 -2.94444 -6 -31.0167 -5 4 -9.39307 -13.6645 -4.4349 -5.32765 
-0.510826 0 -0.874791 0 -1.60944 -1.60944 -4 -30.5914 -7 4 -11.2036 -12.7024 -6.65189 -12.5936 
-0.510826 -1.60944 -0.788458 0 0 -3.21888 -4 -31.9861 -6 4 -9.90182 -14.1796 -4.73234 -5.85737 
-0.510826 0 -0.874791 0 -1.60944 -1.60944 -4 -30.5074 -6 4 -10.6571 -11.915 -6.65189 -9.0948 
0 -1.60944 -0.874791 0 -1.60944 -1.60944 -10 -33.6394 -7 4 -11.2036 -12.7024 -6.65189 -12.5936 
0 -2.74652 -0.96474 0 -2.21021 -0.602996 -12 -36.9075 -6 5 -11.3806 -12.8034 -3.58787 -6.28398 
-0.510826 0 -0.510826 0 -0.510826 -1.60944 -4 -31.6292 -6 3 -6.04143 -11.1421 -5.09697 -10.6211 
0 0 -5.76519 -0.510826 0 -0.969401 -6 -32.7804 -6 4 -8.55926 -13.4198 -3.9494 -6.18588 
-0.0714594 -1.60944 -0.788458 0 0 -2.57884 -4 -33.5269 -6 4 -8.55926 -13.4198 -3.9494 -6.18588 
-0.510826 0 -0.874791 0 -0.510826 -1.60944 -4 -32.1715 -7 4 -10.4564 -12.2331 -6.65189 -11.5175 
-0.510826 0 -1.90064 -1.34562 0 -0.510826 -8 -33.3174 -6 5 -12.3691 -12.016 -7.80246 -8.04184 
-1.13708 -1.60944 -0.788458 0 0 -2.21243 -4 -32.0164 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
0 -4.97673 -0.788458 0 -1.60944 -0.969401 -8 -35.0068 -6 4 -8.55926 -13.4198 -3.9494 -6.18588 
-0.510826 0 -1.81431 -0.834798 0 -1.60944 -6 -32.8641 -5 4 -10.3513 -13.7833 -3.29547 -3.86132 
0 0 -3.60003 0 -0.600774 -2.21243 -10 -35.5288 -6 5 -11.3806 -12.8034 -3.58787 -6.28398 
0 -1.60944 -0.874791 0 -1.60944 -1.60944 -10 -34.2147 -7 4 -8.95232 -11.915 -6.65189 -14.3515 
0 -1.60944 -3.67279 0 0 -4.08791 -12 -36.4003 -7 5 -10.9311 -13.1997 -5.02474 -8.28004 
0 -1.60944 -1.90064 0 0 -2.72326 -12 -35.5623 -7 5 -10.6643 -12.016 -7.80246 -13.2985 
0 0 -3.60003 -0.510826 0 -1.47203 -12 -36.9075 -6 5 -11.3806 -12.8034 -3.58787 -6.28398 
-3.48975 0 0 -2.12026 0 0 0 -28.8748 -7 4 -11.9968 -12.7024 -6.65189 -11.9413 
0 -1.60944 -0.510826 0 -0.510826 0 -9 -35.1285 -6 3 -6.04143 -11.1421 -5.09697 -10.6211 
-1.81011 0 0 -0.820981 0 0 0 -31.9861 -6 4 -9.90182 -14.1796 -4.73234 -5.85737 
-0.510826 0 -1.53567 -0.111225 0 -1.60944 -6 -33.2431 -5 4 -9.39307 -13.6645 -4.4349 -5.32765 
0 -1.60944 -0.874791 0 -1.60944 -1.60944 -10 -34.191 -6 4 -10.6571 -11.915 -6.65189 -9.0948 
0 -3.45526 -0.788458 0 -1.60944 -2.94444 -8 -33.2431 -5 4 -9.39307 -13.6645 -4.4349 -5.32765 
0 -1.60944 -1.90064 0 0 -2.72326 -12 -35.5954 -6 5 -12.3691 -12.016 -7.80246 -8.04184 
-2.12026 0 0 -0.510826 0 0 0 -32.1979 -7 3 -3.84421 -12.7024 -5.09697 -12.768 
-0.788458 -1.84583 -1.60944 0 -1.60944 -2.94444 -4 -31.0167 -5 4 -9.39307 -13.6645 -4.4349 -5.32765 
0 -1.60944 -0.874791 0 -1.60944 -1.60944 -10 -33.686 -6 4 -11.8968 -12.8607 -6.65189 -10.0111 
0 -2.70805 -0.96474 0 -2.21021 -1.60944 -12 -38.0448 -7 5 -10.9311 -13.1997 -5.02474 -8.28004 
